recall,precision
0.9395283209030437,0.9500611496127191
0.9393267486393873,0.9521863506334287
0.9387220318484176,0.9529363617761408
0.9381173150574481,0.953688524590164
0.9379157427937915,0.9542657916324856
0.937311026002822,0.9558067831449126
0.937311026002822,0.9561998766193708
0.9365047369481959,0.9575432811211871
0.9363031646845394,0.9575345289631004
0.9342874420479742,0.9576446280991735
0.9308607135658133,0.9592854175321978
0.9308607135658133,0.9598836000831428
0.9296512799838742,0.9606332014163715
0.9274339850836525,0.9613455913079816
0.9264261237653699,0.9619087484303056
0.9244104011288047,0.9636478251733558
0.9242088288651481,0.964248159831756
0.9219915339649264,0.9662019433882552
0.9211852449103003,0.9674005080440304
0.9211852449103003,0.9678102498941127
0.9209836726466438,0.9680084745762711
0.9199758113283613,0.9694137638062872
0.9197742390647047,0.9694072657743786
0.917556944164483,0.9701619778346121
0.9137270711550091,0.9710796915167095
0.912920782100383,0.9714714714714715
0.9127192098367265,0.9714653507830937
0.9117113485184438,0.9720610358908232
0.9115097762547874,0.9720550300945829
0.9113082039911308,0.97204902171576
0.9096956258818787,0.9726293103448276
0.9088893368272526,0.9732354845672351
0.9054626083450917,0.9741921492084147
0.9034468857085265,0.9743478260869565
0.9022374521265873,0.9751633986928104
0.9014311630719613,0.9751417357174008
0.9004233017536787,0.9755405110286088
0.8971981455351744,0.9775971886668131
0.893569844789357,0.9803184431667403
0.8915541221527917,0.9815801154016867
0.8915541221527917,0.9817980022197558
0.8891352549889135,0.9821865954130483
0.8887321104616005,0.982397504456328
0.8871195323523483,0.9823660714285715
0.8869179600886918,0.9823621344050011
0.8849022374521266,0.9825425246195165
0.8806692199153396,0.983344586990772
0.8784519250151179,0.9837471783295711
0.8764362023785527,0.983710407239819
0.8752267687966135,0.9841341795104261
0.8736141906873615,0.9845524761472059
0.8726063293690788,0.9845349101660222
0.8724047571054223,0.9845313921747043
0.8693811731505745,0.9844784295822872
0.8671638782503528,0.9848901098901099
0.8663575891957267,0.9848762603116407
0.8647450110864745,0.9848484848484849
0.8582946986494658,0.9856481481481482
0.8566821205402136,0.9858501507770819
0.8520459584761136,0.9866946778711485
0.8484176577302963,0.9871013133208255
0.8482160854666397,0.9870982875908985
0.8472082241483572,0.9873150105708245
0.8427736343479137,0.9874822862541333
0.8407579117113485,0.9876864788065356
0.8393469058657529,0.9883693330168526
0.8391453336020963,0.988366571699905
0.8375327554928442,0.9890502261366342
0.8351138883289659,0.9899641577060931
0.8322918766377746,0.9899304723087988
0.8320903043741181,0.9899280575539569
0.831284015319492,0.9903938520653218
0.8310824430558356,0.9903915445592121
0.8302761540012095,0.9906204906204906
0.8294698649465834,0.9908499879605105
0.8268494255190486,0.9908212560386473
0.8236242693005442,0.9907856450048497
0.8230195525095747,0.9907789371511769
0.8191896795001008,0.9907362262311068
0.8171739568635356,0.990713587487781
0.8135456561177182,0.9911591355599214
0.8109252166901835,0.9916194232191274
0.8060874823624269,0.9923076923076923
0.8058859100987704,0.9923057830727228
0.8054827655714574,0.9923019617581326
0.8036686151985487,0.992284718765555
0.8008466035073574,0.9922577422577422
0.7937915742793792,0.9921894683799446
0.7883491231606531,0.992387718853083
0.7786736545051401,0.9928039064507839
0.7766579318685749,0.9927853645967534
0.7649667405764967,0.9929356357927787
0.7591211449304576,0.9931434599156118
0.7589195726668011,0.9931416512793458
0.7450110864745011,0.9930145083288554
0.7343277565007055,0.9937261320240044
0.7264664382181012,0.9939327082184225
0.7204192703084056,0.9938820912124583
0.7149768191896795,0.9938358083496778
0.7046966337431969,0.9951608311984059
0.7044950614795404,0.9951594533029613
0.6978431767788752,0.9953996549741231
0.6948195928240274,0.9953797285590529
0.6919975811328362,0.9953609741954189
0.6917960088691796,0.9953596287703016
0.6867567022777665,0.9956165984804208
0.6865551300141101,0.9956153171587255
0.6819189679500101,0.9958787165145717
0.6817173956863536,0.9958775029446407
0.6784922394678492,0.9958579881656805
0.6736545051400927,0.9958283671036948
0.6684136262850232,0.9957957957957958
0.6659947591211449,0.9957805907172996
0.6637774642209232,0.9957665557907469
0.6557145736746623,0.9960195958358848
0.6534972787744406,0.9960061443932412
0.6494658335013103,0.9959814528593508
0.6407982261640798,0.9959273182957393
0.6361620640999799,0.995897759545598
0.6313243297722233,0.9961832061068703
0.6287038903446885,0.9964856230031949
0.6206409997984277,0.9967627063774684
0.6182221326345495,0.997074122236671
0.6137875428341061,0.9970530451866405
0.6135859705704495,0.9970520799213888
0.6000806289054627,0.9976541554959786
0.5962507558959887,0.9976391231028667
0.594033460995767,0.9976303317535545
0.580124974803467,0.9975736568457539
0.5648054827655714,0.9978632478632479
0.5569441644829671,0.9978331527627302
0.5525095746825237,0.9978157990535129
0.5386010884902237,0.9981322375793799
0.530538197943963,0.9984825493171472
0.5156218504333804,0.9984387197501952
0.48074984882080224,0.9983256592716618
0.44970772021769806,0.9982102908277405
0.41664986897802864,0.9980685659101883
0.4065712557952026,0.9980207817911925
0.3690788147550897,0.9989088925259137
0.3505341664986898,0.9994252873563219
0.0,1.0
