recall,precision
1.0,0.3098107787422719
0.999596855472687,0.3952969310482264
0.999596855472687,0.402255029201817
0.999596855472687,0.4068088597210828
0.999596855472687,0.41218518826365225
0.999596855472687,0.41777590564448186
0.999596855472687,0.4178111045580925
0.999596855472687,0.4203967446592065
0.999596855472687,0.42254601226993865
0.999596855472687,0.42449922958397535
0.999596855472687,0.4273894682409722
0.9991937109453739,0.43497718497718496
0.9991937109453739,0.43501535761298815
0.9991937109453739,0.43505353694927157
0.9987905664180609,0.4406402845709204
0.9987905664180609,0.4434798174169874
0.9987905664180609,0.4492293744333635
0.9987905664180609,0.45425375870920426
0.9987905664180609,0.4565557910255229
0.9985889941544044,0.46939548986166385
0.9985889941544044,0.4752494244052187
0.9985889941544044,0.47906392031718403
0.9985889941544044,0.48831936914736324
0.9983874218907478,0.49844017309046995
0.9983874218907478,0.4984903381642512
0.9983874218907478,0.5053050397877984
0.9983874218907478,0.5138499844382197
0.9983874218907478,0.5229096283783784
0.9983874218907478,0.5260754115772703
0.9981858496270913,0.5319583199054678
0.9981858496270913,0.5320154705629566
0.9977827050997783,0.5484156880124086
0.9975811328361217,0.5578223624887286
0.9975811328361217,0.557885244053658
0.9973795605724652,0.5695867388051111
0.9973795605724652,0.5723539618276461
0.9973795605724652,0.5754826703884625
0.9971779883088087,0.5833038556773965
0.9967748437814956,0.5905887973247342
0.9967748437814956,0.5958549222797928
0.9965732715178391,0.6058823529411764
0.9959685547268696,0.610980586125881
0.9959685547268696,0.6193281524191526
0.9953638379359,0.6258555133079848
0.9953638379359,0.630248883216337
0.994960693408587,0.6341212744090442
0.994960693408587,0.6379733746930335
0.994960693408587,0.6398755509463313
0.994960693408587,0.6438820767023219
0.994960693408587,0.6496446433271914
0.994960693408587,0.6613076098606645
0.9941544043539609,0.6660364618501012
0.9941544043539609,0.6714771953710007
0.9939528320903044,0.6745554035567716
0.9939528320903044,0.6790140457174332
0.9939528320903044,0.6793882612289887
0.9935496875629913,0.6843932241044154
0.9933481152993349,0.6875959257708943
0.9933481152993349,0.6876918783142618
0.9929449707720218,0.6917567757337453
0.9929449707720218,0.6949774266365688
0.9927433985083652,0.7019669327251995
0.9927433985083652,0.7039736992567182
0.9925418262447088,0.707471264367816
0.9921386817173957,0.7102453102453102
0.9917355371900827,0.7111882046834345
0.9917355371900827,0.715740471341286
0.9917355371900827,0.7186678352322524
0.9917355371900827,0.718772826880935
0.9915339649264261,0.7204159343878149
0.9915339649264261,0.7210495455878042
0.9909292481354566,0.7287281351912245
0.9909292481354566,0.7288361749444032
0.9905261036081435,0.7322306660706303
0.9905261036081435,0.7336518363690654
0.9901229590808305,0.7433414043583535
0.989518242289861,0.751185921958684
0.989518242289861,0.751761102603369
0.9891150977625479,0.7552716638448514
0.9889135254988913,0.7639364683899097
0.9881072364442652,0.7702702702702703
0.9881072364442652,0.7703913248467704
0.9875025196532957,0.7749130022144891
0.9866962305986696,0.7804528061224489
0.9858899415440435,0.7888709677419354
0.9858899415440435,0.789890180878553
0.9854867970167305,0.7971628892874613
0.9854867970167305,0.797813315926893
0.9850836524894174,0.8037828947368421
0.9850836524894174,0.8039151176180293
0.9850836524894174,0.8076351016360932
0.9850836524894174,0.8088381330685204
0.984882080225761,0.8139263701482592
0.9846805079621044,0.8141666666666667
0.9844789356984479,0.8208403361344537
0.9844789356984479,0.8223606667789191
0.9836726466438218,0.8247422680412371
0.9834710743801653,0.8255499153976311
0.9832695021165088,0.8257998984255968
0.9832695021165088,0.8259397223162885
0.9832695021165088,0.8293097585855151
0.9832695021165088,0.8297329477802348
0.9832695021165088,0.8302978723404255
0.9832695021165088,0.8308635666836995
0.9830679298528523,0.8325367019460567
0.9822616407982262,0.8387263339070568
0.9818584962709132,0.8414233891863879
0.9818584962709132,0.8441941074523397
0.9812537794799435,0.8482313991984667
0.9808506349526305,0.848770277341706
0.9804474904253174,0.8524360322467578
0.9800443458980045,0.8556846180922211
0.9796412013706914,0.8604815864022662
0.9796412013706914,0.8606339649371347
0.9796412013706914,0.8607863974495218
0.9796412013706914,0.8630793819925413
0.9784317677887523,0.8657035848047084
0.9784317677887523,0.8660124888492418
0.9780286232614392,0.8668929783812757
0.9776254787341262,0.8679312813171081
0.976416045152187,0.8709097446961525
0.9762144728885306,0.8708865311994246
0.9758113283612175,0.8733537795417644
0.9758113283612175,0.8749322248328213
0.9758113283612175,0.8750903832248734
0.975609756097561,0.8755426917510853
0.9752066115702479,0.8770848440899203
0.9750050393065914,0.878336662429635
0.9750050393065914,0.8784961859789321
0.9750050393065914,0.88009461426492
0.9748034670429349,0.8811953352769679
0.9748034670429349,0.8815165876777251
0.9748034670429349,0.8818380743982495
0.9748034670429349,0.8824817518248175
0.9746018947792784,0.8831050228310502
0.9721830276154001,0.8852790014684288
0.9719814553517436,0.8852579401505416
0.9715783108244306,0.8858665686454695
0.971376738560774,0.8858455882352941
0.971376738560774,0.8860084574370288
0.9705704495061479,0.8875576036866359
0.9687562991332392,0.8896704924102184
0.9687562991332392,0.890329751759911
0.9673452932876436,0.894834980421406
0.9663374319693611,0.8965775201047316
0.965531142914735,0.9010534236267871
0.965531142914735,0.9012229539040452
0.9639185648054828,0.9074003795066413
0.9629107034872002,0.9081749049429658
0.9621044144325741,0.9115737203972498
0.961298125377948,0.9129019908116386
0.9610965531142914,0.9134099616858238
0.9596855472686958,0.9155769230769231
0.9582745414231002,0.9232860749660128
0.9574682523684741,0.9250243427458618
0.9574682523684741,0.9262870514820593
0.956661963313848,0.9273153575615475
0.9564603910501915,0.927663734115347
0.9536383793590002,0.9294695481335953
0.952428945777061,0.9310344827586207
0.951622656722435,0.9320829220138204
0.9514210844587785,0.9320695102685624
0.9502116508768393,0.9334653465346535
0.9502116508768393,0.9336502277678749
0.9500100786131829,0.9343774781919112
0.9498085063495263,0.9345497818326061
0.9485990727675871,0.9354005167958657
0.9471880669219915,0.9375498802873105
0.9471880669219915,0.9377369786469767
0.9457770610763959,0.9399038461538461
0.9445676274944568,0.9415310427968656
0.9437613384398307,0.9426213005838534
0.9429550493852046,0.9444780940843933
0.9407377544849829,0.9472295514511874
0.9407377544849829,0.9474218432805521
