tn,fp,fn,tp,precision,recall,f1,accuracy,fpr,specificity,iter
10871,213,311,4618,0.9559097495342579,0.9369040373300872,0.9463114754098361,0.9672765877724349,0.0192168892096716,0.9807831107903284,48
10790,203,311,4709,0.9586726384364821,0.9380478087649402,0.9482480869915425,0.9679010803721976,0.018466296734285455,0.9815337032657145,49
10769,228,304,4712,0.9538461538461539,0.9393939393939394,0.9465648854961832,0.9667769936926247,0.02073292716195326,0.9792670728380467,50
10844,221,325,4623,0.9543765483071841,0.9343168957154406,0.9442401960784313,0.965902704052957,0.019972887483054678,0.9800271125169453,51
10920,193,319,4581,0.959572685379137,0.9348979591836735,0.9470746330370065,0.9680259788921501,0.017367047601907677,0.9826329523980923,52
10728,214,358,4713,0.9565658615790542,0.9294024847170184,0.9427885577115424,0.964279023293574,0.019557667702431,0.980442332297569,53
10910,232,338,4533,0.9513116474291711,0.9306097310613837,0.9408468244084682,0.9644039218135265,0.02082211452162987,0.9791778854783701,54
10804,197,325,4687,0.9596642096642096,0.9351556264964086,0.9472514147130153,0.9674014862923874,0.017907462957912918,0.9820925370420871,55
10881,213,314,4605,0.9557907845579079,0.9361658873754828,0.9458765533531889,0.9670892399925061,0.01919956733369389,0.9808004326663061,56
10808,185,317,4703,0.962152209492635,0.9368525896414343,0.9493338716188938,0.9686504714919129,0.016828891112526154,0.9831711088874738,57
10868,224,291,4630,0.953852492789452,0.940865677707783,0.9473145780051151,0.9678386311122213,0.02019473494410386,0.9798052650558962,58
10810,222,326,4655,0.9544802132458479,0.9345512949206987,0.9444106309596267,0.9657778055330044,0.020123277737490935,0.9798767222625091,59
10886,201,311,4615,0.958264119601329,0.9368656110434429,0.9474440566618764,0.9680259788921501,0.018129340669252276,0.9818706593307477,60
10916,213,315,4569,0.9554579673776662,0.9355036855036855,0.9453755431409062,0.9670267907325298,0.0191391859106838,0.9808608140893162,61
10814,194,335,4670,0.9601151315789473,0.9330669330669331,0.9463978113284021,0.9669643414725535,0.017623546511627907,0.9823764534883721,62
10874,203,301,4635,0.958040512608516,0.9390194489465153,0.9484346224677717,0.9685255729719603,0.01832626162318317,0.9816737383768168,63
10871,174,325,4643,0.9638779323230227,0.9345813204508857,0.9490035769034236,0.9688378192718416,0.01575373472159348,0.9842462652784065,64
10894,178,300,4641,0.9630628761153767,0.9392835458409229,0.9510245901639345,0.9701492537313433,0.016076589595375723,0.9839234104046243,65
10828,202,301,4682,0.9586404586404587,0.939594621713827,0.9490219925002533,0.9685880222319365,0.018313689936536717,0.9816863100634633,66
10912,201,322,4578,0.9579409918392969,0.9342857142857143,0.9459654923029238,0.9673390370324112,0.01808692522271214,0.9819130747772878,67
10878,232,334,4569,0.9516767340137471,0.9318784417703447,0.9416735366859027,0.9646537188534315,0.02088208820882088,0.9791179117911791,68
10828,210,294,4681,0.957063995093028,0.9409045226130653,0.9489154672613015,0.9685255729719603,0.019025185722051096,0.9809748142779489,69
10824,212,306,4671,0.9565840671718207,0.9385171790235082,0.9474645030425963,0.9676512833322926,0.01920985864443639,0.9807901413555636,70
10837,180,324,4672,0.9629018961253092,0.9351481184947958,0.9488220958570268,0.9685255729719603,0.016338386130525552,0.9836616138694745,71
10870,212,272,4659,0.9564771094231164,0.9448387750963293,0.9506223219751071,0.9697745581714857,0.01913012091680202,0.980869879083198,72
10840,197,302,4674,0.9595565592280846,0.9393086816720257,0.9493246674113943,0.9688378192718416,0.017849053184742232,0.9821509468152577,73
10799,193,323,4698,0.9605397669188305,0.9356701852220674,0.9479418886198547,0.967776181852245,0.017558224163027658,0.9824417758369723,74
10871,208,326,4608,0.9568106312292359,0.9339278475881637,0.9452307692307692,0.9666520951726723,0.01877425760447694,0.9812257423955231,75
10874,198,302,4639,0.9590655364895596,0.9388787694798624,0.9488647985273062,0.9687753700118653,0.017882947976878612,0.9821170520231214,76
10917,206,296,4594,0.9570833333333333,0.9394683026584867,0.9481940144478844,0.9686504714919129,0.018520183403757978,0.9814798165962421,77
10916,212,296,4589,0.9558425328056654,0.9394063459570112,0.9475531695230229,0.9682757759320552,0.019051042415528397,0.9809489575844716,78
10836,195,327,4655,0.9597938144329897,0.9343637093536732,0.9469080553295363,0.9674014862923874,0.017677454446559694,0.9823225455534403,79
10760,202,330,4721,0.9589681088767013,0.9346664026925361,0.9466613194305193,0.9667769936926247,0.018427294289363256,0.9815727057106367,80
10829,213,304,4667,0.9563524590163934,0.9388453027559847,0.9475180184752817,0.9677137325922688,0.019289983698605326,0.9807100163013946,81
10837,173,321,4682,0.9643666323377961,0.9358384969018588,0.9498884155001014,0.969150065571723,0.015712988192552225,0.9842870118074478,82
10839,199,345,4630,0.958790639884034,0.9306532663316583,0.9445124439004488,0.9660276025729095,0.018028628374705563,0.9819713716252945,83
10912,215,324,4562,0.954992673225874,0.9336880884158821,0.9442202214633136,0.9663398488727909,0.019322369012312393,0.9806776309876876,84
10836,201,300,4676,0.9587861390198893,0.9397106109324759,0.9491525423728814,0.9687129207518891,0.018211470508290296,0.9817885294917097,85
10825,237,307,4644,0.9514443761524278,0.9379923247828722,0.9446704637917006,0.9660276025729095,0.021424697161453624,0.9785753028385463,86
10823,172,357,4661,0.9644113387130147,0.928856117975289,0.9462998680337021,0.9669643414725535,0.015643474306502956,0.9843565256934971,87
10822,185,330,4676,0.9619419872454228,0.9340791050739113,0.9478058173710348,0.9678386311122213,0.01680748614518034,0.9831925138548196,88
10873,198,322,4620,0.958904109589041,0.9348441926345609,0.9467213114754098,0.96752638481234,0.017884563273417035,0.982115436726583,89
10752,217,316,4728,0.9561172901921132,0.9373513084853291,0.9466413054359796,0.9667145444326485,0.019783024888321635,0.9802169751116784,90
10856,214,288,4655,0.9560484699116861,0.9417357879830063,0.9488381573583368,0.9686504714919129,0.019331526648599818,0.9806684733514002,91
10841,205,323,4644,0.9577232419055476,0.9349708073283672,0.9462102689486552,0.9670267907325298,0.018558754300199168,0.9814412456998008,92
10942,209,310,4552,0.9561016593152699,0.9362402303578774,0.946066715161592,0.9675888340723162,0.018742713657967897,0.9812572863420321,93
10951,195,302,4565,0.9590336134453782,0.9379494555167455,0.9483743637685675,0.9689627177917942,0.017495065494347747,0.9825049345056522,94
10894,190,298,4631,0.9605890894005393,0.9395414891458713,0.9499487179487179,0.9695247611315806,0.017141826055575606,0.9828581739444244,95
10859,207,322,4625,0.9571605960264901,0.9349100464928239,0.9459044892115758,0.9669643414725535,0.018705946141333814,0.9812940538586662,96
10798,215,333,4667,0.9559606718557968,0.9334,0.9445456385347095,0.9657778055330044,0.01952238263869972,0.9804776173613002,97
10720,232,312,4749,0.9534230074282273,0.9383521043272081,0.9458275243975304,0.9660276025729095,0.021183345507669833,0.9788166544923301,98
10817,198,338,4660,0.9592424866200082,0.9323729491796718,0.9456168831168831,0.9665271966527197,0.017975487970948705,0.9820245120290513,99
10671,213,321,4808,0.9575781716789484,0.9374147007213882,0.9473891625615763,0.9666520951726723,0.019570011025358325,0.9804299889746417,100
10742,193,339,4739,0.9608678021086781,0.9332414336352894,0.9468531468531468,0.9667769936926247,0.017649748513946045,0.9823502514860539,101
10847,219,292,4655,0.9550677061961428,0.9409743278754801,0.9479686386315039,0.9680884281521264,0.019790348816193747,0.9802096511838062,102
10856,205,299,4653,0.9578015644298065,0.9396203554119548,0.9486238532110092,0.9685255729719603,0.01853358647500226,0.9814664135249977,103
10910,189,288,4626,0.9607476635514018,0.9413919413919414,0.9509713228492137,0.9702117029913195,0.01702856113163348,0.9829714388683665,104
10917,177,311,4608,0.9630094043887147,0.936775767432405,0.9497114591920858,0.9695247611315806,0.0159545700378583,0.9840454299621417,105
10729,225,304,4755,0.9548192771084337,0.939909072939316,0.9473055085167845,0.9669643414725535,0.020540441847726857,0.9794595581522731,106
10780,220,311,4702,0.9553027224705404,0.9379613006183922,0.9465525918470056,0.966839442952601,0.02,0.98,107
10775,214,318,4706,0.9565040650406504,0.9367038216560509,0.9465004022526147,0.9667769936926247,0.019474019474019475,0.9805259805259805,108
10868,188,319,4638,0.9610443431413178,0.9356465604196086,0.9481754063170806,0.9683382251920315,0.017004341534008684,0.9829956584659914,109
10845,193,315,4660,0.9602307850813929,0.9366834170854271,0.9483109483109483,0.9682757759320552,0.017485051639789816,0.9825149483602101,110
10902,212,334,4565,0.9556206824366758,0.9318228209838743,0.9435717238528317,0.965902704052957,0.019075040489472738,0.9809249595105273,111
10859,191,297,4666,0.960675313979823,0.9401571630062462,0.95030549898167,0.9695247611315806,0.017285067873303167,0.9827149321266968,112
10820,225,297,4671,0.9540441176470589,0.9402173913043478,0.9470802919708029,0.9674014862923874,0.020371208691715707,0.9796287913082843,113
10912,222,355,4524,0.9532237673830595,0.9272391883582701,0.940051948051948,0.9639667769936926,0.01993892581282558,0.9800610741871745,114
10827,203,323,4660,0.9582562204400575,0.9351796106762994,0.9465772902701605,0.9671516892524824,0.01840435176790571,0.9815956482320943,115
10918,228,284,4583,0.9526086052795677,0.9416478323402506,0.9470965075428808,0.9680259788921501,0.020455768885698906,0.9795442311143011,116
10868,205,311,4629,0.957592056268101,0.9370445344129554,0.947206875383671,0.967776181852245,0.018513501309491556,0.9814864986905084,117
10764,217,299,4733,0.9561616161616162,0.9405802861685215,0.9483069525145261,0.967776181852245,0.0197614060650214,0.9802385939349786,118
10711,210,345,4747,0.9576356667339117,0.9322466614296936,0.9447706239426809,0.9653406607131706,0.01922900833257028,0.9807709916674298,119
11010,202,298,4503,0.9570669500531349,0.9379295980004165,0.9474016410687987,0.9687753700118653,0.0180164109882269,0.9819835890117731,120
10858,219,311,4625,0.9547894302229563,0.9369935170178282,0.9458077709611452,0.9669018922125773,0.01977069603683308,0.9802293039631669,121
10886,198,323,4606,0.9587843463780183,0.9344694664232096,0.9464707695469023,0.9674639355523637,0.01786358715265247,0.9821364128473475,122
10845,205,288,4675,0.9579918032786885,0.9419705823090873,0.9499136442141624,0.9692125148316992,0.018552036199095023,0.9814479638009049,123
10954,196,325,4538,0.9585973806506126,0.9331688258276783,0.9457122017297072,0.9674639355523637,0.01757847533632287,0.9824215246636772,124
10959,201,296,4557,0.9577553593947037,0.9390067999175767,0.9482884195193008,0.9689627177917942,0.01801075268817204,0.9819892473118279,125
10921,194,291,4607,0.959591751718392,0.9405879951000409,0.9499948448293638,0.9697121089115094,0.017453891138101665,0.9825461088618983,126
10876,183,336,4618,0.9618829410539471,0.9321760193782802,0.9467965146078934,0.9675888340723162,0.01654760828284655,0.9834523917171535,127
10840,236,310,4627,0.951470285831791,0.9372088312740531,0.9442857142857143,0.965902704052957,0.021307331166486095,0.9786926688335139,128
10795,201,325,4692,0.9589209074187615,0.9352202511461033,0.9469223007063572,0.9671516892524824,0.018279374317933795,0.9817206256820662,129
10765,222,311,4715,0.9550334211059348,0.9381217668125746,0.9465020576131687,0.9667145444326485,0.020205697642668607,0.9797943023573313,130
10877,201,318,4617,0.9582814445828145,0.9355623100303951,0.9467856044294063,0.9675888340723162,0.018144069326593248,0.9818559306734067,131
10739,211,304,4759,0.9575452716297786,0.9399565475014814,0.9486693910096681,0.9678386311122213,0.019269406392694064,0.980730593607306,132
10869,196,308,4640,0.9594706368899917,0.9377526273241714,0.9484873262469338,0.9685255729719603,0.017713511070944418,0.9822864889290556,133
10781,210,313,4709,0.9573083960154503,0.9376742333731581,0.9473895986319284,0.9673390370324112,0.019106541715949412,0.9808934582840506,134
10841,178,316,4678,0.96334431630972,0.9367240688826592,0.9498477157360407,0.969150065571723,0.016153915963336055,0.983846084036664,135
10871,209,332,4601,0.9565488565488566,0.9326981552807622,0.9444729549420097,0.9662149503528383,0.018862815884476535,0.9811371841155234,136
10797,215,311,4690,0.9561671763506626,0.9378124375124975,0.9469008681607107,0.9671516892524824,0.019524155466763532,0.9804758445332364,137
10945,213,324,4531,0.9551011804384486,0.933264675592173,0.9440566725700594,0.9664647473927434,0.01908944255242875,0.9809105574475713,138
10940,211,297,4565,0.955820770519263,0.9389140271493213,0.9472919692882341,0.9682757759320552,0.018922069769527396,0.9810779302304726,139
10873,196,328,4616,0.9592684954280964,0.9336569579288025,0.9462894628946289,0.9672765877724349,0.017707109946697986,0.982292890053302,140
10860,204,303,4646,0.9579381443298969,0.9387755102040817,0.9482600265333198,0.9683382251920315,0.01843817787418655,0.9815618221258134,141
10830,181,324,4678,0.9627495369417576,0.9352259096361455,0.948788155359497,0.9684631237119841,0.016438107347198257,0.9835618926528017,142
10865,233,312,4603,0.9518196856906534,0.9365208545269583,0.9441082965849656,0.9659651533129332,0.020994773833123086,0.9790052261668769,143
10836,194,327,4656,0.96,0.9343768813967489,0.9470151530560358,0.9674639355523637,0.017588395285584767,0.9824116047144152,144
10882,201,324,4606,0.9581859787809445,0.9342799188640973,0.9460819554277499,0.9672141385124586,0.018135883785978527,0.9818641162140215,145
10800,225,317,4671,0.9540441176470589,0.9364474739374499,0.9451639012545529,0.9661525010928621,0.02040816326530612,0.9795918367346939,146
10819,189,332,4673,0.9611271081859317,0.9336663336663337,0.9471977298064255,0.9674639355523637,0.017169331395348836,0.9828306686046512,147
10701,226,305,4781,0.9548631915318554,0.940031458906803,0.9473892796988012,0.966839442952601,0.02068271254690217,0.9793172874530979,148
10878,188,316,4631,0.9609877567960158,0.9361229027693552,0.9483923817325415,0.9685255729719603,0.016988975239472258,0.9830110247605277,149
10916,214,294,4589,0.9554445138455132,0.9397911120212984,0.9475531695230229,0.9682757759320552,0.01922731356693621,0.9807726864330638,150
10789,196,373,4655,0.9595959595959596,0.9258154335719968,0.9424030772345379,0.9644663710735027,0.01784251251706873,0.9821574874829313,151
10833,218,313,4649,0.9552085473597699,0.9369205965336558,0.9459761928985655,0.966839442952601,0.019726721563659396,0.9802732784363406,152
10881,189,285,4658,0.9610068083350526,0.9423427068581833,0.9515832482124617,0.9703990507712483,0.01707317073170732,0.9829268292682927,153
10867,192,319,4635,0.9602237414543194,0.9356075898264029,0.947755853184746,0.9680884281521264,0.017361425083642284,0.9826385749163578,154
10785,178,302,4748,0.9638652050345108,0.9401980198019801,0.9518845228548516,0.9700243552113907,0.016236431633676912,0.9837635683663231,155
10956,220,319,4518,0.9535669058674546,0.9340500310109572,0.9437075718015666,0.9663398488727909,0.01968503937007874,0.9803149606299213,156
10848,204,328,4633,0.9578250982013645,0.9338842975206612,0.9457032047356604,0.9667769936926247,0.018458197611292075,0.9815418023887079,157
10900,211,300,4602,0.9561603989195928,0.9388004895960832,0.9474009264024704,0.9680884281521264,0.01899018990189902,0.981009810098101,158
10843,194,331,4645,0.9599090721223393,0.9334807073954984,0.9465104431991849,0.9672141385124586,0.017577240192081182,0.9824227598079188,159
10912,193,302,4606,0.9597832881850386,0.9384678076609617,0.9490058720510971,0.9690876163117467,0.017379558757316525,0.9826204412426834,160
10939,180,306,4588,0.962248322147651,0.9374744585206375,0.9496998551024632,0.9696496596515332,0.016188506160625955,0.983811493839374,161
10847,198,357,4611,0.9588271990018715,0.9281400966183575,0.9432341208959804,0.9653406607131706,0.017926663648709824,0.9820733363512901,162
10827,214,343,4629,0.9558125129052241,0.9310136765888978,0.9432501273560876,0.965215762193218,0.01938230232768771,0.9806176976723123,163
10812,210,359,4632,0.9566294919454771,0.9280705269485073,0.9421336316485305,0.9644663710735027,0.01905280348394121,0.9809471965160588,164
10824,224,326,4639,0.9539378984166152,0.9343403826787513,0.944037444037444,0.9656529070130518,0.020275162925416364,0.9797248370745837,165
10793,217,307,4696,0.955831467535111,0.9386368179092545,0.9471561113352158,0.9672765877724349,0.019709355131698456,0.9802906448683015,166
10862,223,314,4614,0.9538970436220798,0.9362824675324676,0.9450076804915515,0.9664647473927434,0.02011727559765449,0.9798827244023455,167
10828,218,314,4653,0.9552453295011292,0.9367827662572982,0.945923968286237,0.9667769936926247,0.019735650914358138,0.9802643490856419,168
10825,199,319,4670,0.9591291846375025,0.9360593305271597,0.9474538445932238,0.9676512833322926,0.018051523947750364,0.9819484760522497,169
10912,234,320,4547,0.9510562643798368,0.9342510786932402,0.9425787728026535,0.9654031099731468,0.020994078593217298,0.9790059214067827,170
10809,202,305,4697,0.9587670953255767,0.9390243902439024,0.9487930512069488,0.9683382251920315,0.0183452910725638,0.9816547089274362,171
10764,208,317,4724,0.9578264395782644,0.9371156516564174,0.9473578662388449,0.9672141385124586,0.018957345971563982,0.981042654028436,172
10800,202,294,4717,0.9589347428339093,0.941329076032728,0.9500503524672709,0.9690251670517704,0.01836029812761316,0.9816397018723868,173
10831,212,286,4684,0.9566993464052288,0.9424547283702214,0.9495236164605717,0.9689002685318179,0.019197681789368832,0.9808023182106311,174
10854,191,325,4643,0.9604882085229624,0.9345813204508857,0.9473576821056927,0.967776181852245,0.017292892711634224,0.9827071072883657,175
10830,215,264,4704,0.9562919292539134,0.9468599033816425,0.9515525437443108,0.970086804471367,0.019465821638750568,0.9805341783612495,176
10729,211,306,4767,0.9576134993973483,0.9396806623299823,0.9485623321062581,0.9677137325922688,0.019287020109689215,0.9807129798903108,177
10989,206,347,4471,0.9559546717981612,0.9279784142797841,0.9417588204318063,0.965465559233123,0.018401071907101385,0.9815989280928986,178
10845,230,302,4636,0.9527332511302918,0.938841636289996,0.9457364341085271,0.9667769936926247,0.02076749435665914,0.9792325056433409,179
10835,217,327,4634,0.9552669552669553,0.9340858697843176,0.9445576844679984,0.9660276025729095,0.019634455302207744,0.9803655446977922,180
10872,201,289,4651,0.9585737840065952,0.941497975708502,0.9499591503267973,0.969399862611628,0.01815226225955026,0.9818477377404498,181
10894,207,311,4601,0.956946755407654,0.936685667752443,0.9467078189300412,0.9676512833322926,0.018646968741554814,0.9813530312584452,182
10984,218,323,4488,0.9536761580960476,0.9328621908127208,0.9431543553640853,0.9662149503528383,0.019460810569541152,0.9805391894304588,183
10764,231,314,4704,0.9531914893617022,0.9374252690314866,0.9452426404099267,0.9659651533129332,0.02100954979536153,0.9789904502046385,184
10833,211,352,4617,0.9562966031483016,0.9291607969410344,0.942533428600592,0.9648410666333604,0.019105396595436436,0.9808946034045636,185
10839,211,294,4669,0.9567622950819672,0.9407616361071932,0.9486945037082191,0.9684631237119841,0.01909502262443439,0.9809049773755656,186
10842,210,325,4636,0.9566652909616178,0.9344890143116307,0.9454471296013052,0.9665896459126959,0.019001085776330078,0.9809989142236699,187
10850,208,318,4637,0.9570691434468525,0.9358224016145308,0.9463265306122449,0.9671516892524824,0.018809911376379093,0.9811900886236209,188
10823,208,324,4658,0.9572544184134812,0.9349658771577679,0.945978878960195,0.9667769936926247,0.018855951409663674,0.9811440485903363,189
10889,206,321,4597,0.9571101394961482,0.9347295648637658,0.9457874704248534,0.9670892399925061,0.018566922036953582,0.9814330779630465,190
10876,207,319,4611,0.9570361145703612,0.9352941176470588,0.946040213377103,0.9671516892524824,0.018677253451231616,0.9813227465487684,191
10819,217,327,4650,0.9554140127388535,0.9342977697408077,0.9447379114181227,0.9660276025729095,0.019662921348314606,0.9803370786516854,192
10848,231,304,4630,0.952478913803744,0.938386704499392,0.9453802960694232,0.9665896459126959,0.020850257243433524,0.9791497427565665,193
10819,240,305,4649,0.950910206586214,0.9384335890189746,0.9446307020217414,0.9659651533129332,0.021701781354552852,0.9782982186454472,194
10799,216,297,4701,0.9560707748627212,0.9405762304921969,0.9482602118003026,0.9679635296321739,0.019609623241034952,0.980390376758965,195
10808,211,305,4689,0.9569387755102041,0.9389267120544653,0.947847180109157,0.967776181852245,0.019148743080134315,0.9808512569198656,196
10837,179,315,4682,0.9631763011725982,0.9369621773063839,0.9498884155001014,0.969150065571723,0.016249092229484386,0.9837509077705157,197
10833,217,325,4638,0.9553038105046344,0.9345154140640741,0.9447952739865553,0.9661525010928621,0.019638009049773756,0.9803619909502262,198
10701,188,338,4786,0.9622034579815039,0.9340359094457455,0.947910477322242,0.9671516892524824,0.017265129947653595,0.9827348700523464,199
