tn,fp,fn,tp,precision,recall,f1,accuracy,fpr,specificity,hentai_thresh_pct,porn_thresh_pct
10499,553,167,4794,0.8965775201047316,0.9663374319693611,0.930151338766007,0.9550365328170861,0.05003619254433587,0.9499638074556641,20,20
10632,420,193,4768,0.9190439475713185,0.9610965531142914,0.9395999605872499,0.961718603634547,0.038002171552660155,0.9619978284473398,20,25
10541,511,187,4774,0.9033112582781457,0.9623059866962306,0.9318758539918017,0.956410416536564,0.04623597538906985,0.9537640246109301,25,20
10698,354,239,4722,0.9302600472813238,0.9518242289860915,0.9409186011756501,0.9629675888340723,0.03203040173724213,0.9679695982627579,30,25
