fpr,tpr
0.07419471588852697,0.9800443458980045
0.07618530582699964,0.9804474904253174
0.07844733984799131,0.9808506349526305
0.07880926529134998,0.9812537794799435
0.08134274339486065,0.9818584962709132
0.08306188925081433,0.9818584962709132
0.084781035106768,0.9822616407982262
0.08876221498371335,0.9830679298528523
0.08984799131378936,0.9832695021165088
0.0905718422005067,0.9832695021165088
0.0908432862830257,0.9832695021165088
0.0930148389431777,0.9832695021165088
0.09310532030401737,0.9832695021165088
0.0932862830256967,0.9834710743801653
0.09382917119073471,0.9836726466438218
0.09545783568584872,0.9844789356984479
0.09645313065508505,0.9844789356984479
0.10088671733622874,0.9846805079621044
0.10106768005790807,0.984882080225761
0.10450597176981542,0.9850836524894174
0.10532030401737243,0.9850836524894174
0.1078537821208831,0.9850836524894174
0.10794426348172277,0.9850836524894174
0.11210640608034744,0.9854867970167305
0.11255881288454578,0.9854867970167305
0.1177162504524068,0.9858899415440435
0.11844010133912414,0.9858899415440435
0.1245928338762215,0.9866962305986696
0.12875497647484618,0.9875025196532957
0.13219326818675353,0.9881072364442652
0.1322837495475932,0.9881072364442652
0.13716974303293522,0.9889135254988913
0.14386536373507058,0.9891150977625479
0.14667028592110026,0.989518242289861
0.1471226927252986,0.989518242289861
0.1534563879840753,0.9901229590808305
0.16141874773796597,0.9905261036081435
0.16259500542888164,0.9905261036081435
0.16549040897575099,0.9909292481354566
0.16558089033659065,0.9909292481354566
0.17218602967788635,0.9915339649264261
0.17272891784292435,0.9915339649264261
0.17417661961635902,0.9917355371900827
0.1742671009771987,0.9917355371900827
0.17680057908070937,0.9917355371900827
0.18078175895765472,0.9917355371900827
0.1816865725660514,0.9921386817173957
0.18422005066956207,0.9925418262447088
0.18738689829895042,0.9927433985083652
0.18919652551574376,0.9927433985083652
0.19562070213536012,0.9929449707720218
0.19860658704306913,0.9929449707720218
0.20249728555917482,0.9933481152993349
0.20258776692001448,0.9933481152993349
0.20566413318856316,0.9935496875629913
0.21055012667390519,0.9939528320903044
0.21091205211726385,0.9939528320903044
0.21525515743756787,0.9939528320903044
0.21833152370611655,0.9941544043539609
0.22376040535649655,0.9941544043539609
0.22873688020267824,0.994960693408587
0.24086138255519363,0.994960693408587
0.247014115092291,0.994960693408587
0.251357220412595,0.994960693408587
0.25343829171190735,0.994960693408587
0.2576909156713717,0.994960693408587
0.2621245023525154,0.9953638379359
0.2671009771986971,0.9953638379359
0.2747918928700688,0.9959685547268696
0.2846543612015925,0.9959685547268696
0.2909880564603692,0.9965732715178391
0.30347448425624324,0.9967748437814956
0.3101701049583786,0.9967748437814956
0.31976112920738325,0.9971779883088087
0.33025696706478463,0.9973795605724652
0.334509591024249,0.9973795605724652
0.338309808179515,0.9973795605724652
0.3548678972131741,0.9975811328361217
0.35495837857401374,0.9975811328361217
0.3688020267824828,0.9977827050997783
0.3941368078175896,0.9981858496270913
0.39422728917842925,0.9981858496270913
0.4037278320665943,0.9983874218907478
0.4088852696344553,0.9983874218907478
0.4239956568946797,0.9983874218907478
0.4387441187115454,0.9983874218907478
0.4508686210640608,0.9983874218907478
0.45095910242490045,0.9983874218907478
0.46968874411871153,0.9985889941544044
0.4874230908432863,0.9985889941544044
0.49493304379297864,0.9985889941544044
0.5066956207021354,0.9985889941544044
0.5336590662323561,0.9987905664180609
0.5386355410785378,0.9987905664180609
0.5496742671009772,0.9987905664180609
0.5626131017010496,0.9987905664180609
0.5691277596815056,0.9987905664180609
0.5824285197249367,0.9991937109453739
0.582609482446616,0.9991937109453739
0.6011581614187478,0.999596855472687
0.6083061889250815,0.999596855472687
0.6131921824104235,0.999596855472687
0.6186210640608035,0.999596855472687
0.6252262034020991,0.999596855472687
0.6253166847629388,0.999596855472687
0.6398841838581252,0.999596855472687
0.6542707202316322,0.999596855472687
0.6667571480275063,0.999596855472687
0.686391603329714,0.999596855472687
1.0,1.0
