fpr,tpr
0.0,0.0
9.048136083966703e-05,0.3505341664986898
0.00018096272167933406,0.3690788147550897
0.0003619254433586681,0.4065712557952026
0.0003619254433586681,0.41664986897802864
0.0003619254433586681,0.44970772021769806
0.0003619254433586681,0.48074984882080224
0.0003619254433586681,0.5156218504333804
0.0003619254433586681,0.530538197943963
0.0004524068041983351,0.5386010884902237
0.0005428881650380022,0.5525095746825237
0.0005428881650380022,0.5569441644829671
0.0005428881650380022,0.5648054827655714
0.0006333695258776692,0.580124974803467
0.0006333695258776692,0.594033460995767
0.0006333695258776692,0.5962507558959887
0.0006333695258776692,0.6000806289054627
0.0008143322475570033,0.6135859705704495
0.0008143322475570033,0.6137875428341061
0.0008143322475570033,0.6182221326345495
0.0009048136083966703,0.6206409997984277
0.0009952949692363373,0.6287038903446885
0.0010857763300760044,0.6313243297722233
0.0011762576909156715,0.6361620640999799
0.0011762576909156715,0.6407982261640798
0.0011762576909156715,0.6494658335013103
0.0011762576909156715,0.6534972787744406
0.0011762576909156715,0.6557145736746623
0.0012667390517553383,0.6637774642209232
0.0012667390517553383,0.6659947591211449
0.0012667390517553383,0.6684136262850232
0.0012667390517553383,0.6736545051400927
0.0012667390517553383,0.6784922394678492
0.0012667390517553383,0.6817173956863536
0.0012667390517553383,0.6819189679500101
0.0013572204125950054,0.6865551300141101
0.0013572204125950054,0.6867567022777665
0.0014477017734346724,0.6917960088691796
0.0014477017734346724,0.6919975811328362
0.0014477017734346724,0.6948195928240274
0.0014477017734346724,0.6978431767788752
0.0015381831342743395,0.7044950614795404
0.0015381831342743395,0.7046966337431969
0.0019905899384726746,0.7149768191896795
0.0019905899384726746,0.7204192703084056
0.0019905899384726746,0.7264664382181012
0.0020810712993123417,0.7343277565007055
0.002352515381831343,0.7450110864745011
0.002352515381831343,0.7589195726668011
0.002352515381831343,0.7591211449304576
0.0024429967426710096,0.7649667405764967
0.0025334781035106766,0.7766579318685749
0.0025334781035106766,0.7786736545051401
0.0027144408251900108,0.7883491231606531
0.002804922186029678,0.7937915742793792
0.002804922186029678,0.8008466035073574
0.002804922186029678,0.8036686151985487
0.002804922186029678,0.8054827655714574
0.002804922186029678,0.8058859100987704
0.002804922186029678,0.8060874823624269
0.003076366268548679,0.8109252166901835
0.003257328990228013,0.8135456561177182
0.003438291711907347,0.8171739568635356
0.003438291711907347,0.8191896795001008
0.003438291711907347,0.8230195525095747
0.003438291711907347,0.8236242693005442
0.003438291711907347,0.8268494255190486
0.003438291711907347,0.8294698649465834
0.003619254433586681,0.8310824430558356
0.003619254433586681,0.831284015319492
0.003800217155266015,0.8320903043741181
0.003800217155266015,0.8322918766377746
0.003800217155266015,0.8351138883289659
0.004162142598624683,0.8375327554928442
0.004433586681143685,0.8391453336020963
0.004433586681143685,0.8393469058657529
0.004705030763662686,0.8407579117113485
0.004795512124502353,0.8427736343479137
0.004885993485342019,0.8472082241483572
0.004976474846181686,0.8482160854666397
0.004976474846181686,0.8484176577302963
0.00515743756786102,0.8520459584761136
0.005519363011219689,0.8566821205402136
0.005609844372059356,0.8582946986494658
0.005971769815418024,0.8647450110864745
0.005971769815418024,0.8663575891957267
0.005971769815418024,0.8671638782503528
0.006152732537097358,0.8693811731505745
0.006152732537097358,0.8724047571054223
0.006152732537097358,0.8726063293690788
0.006152732537097358,0.8736141906873615
0.006333695258776692,0.8752267687966135
0.006514657980456026,0.8764362023785527
0.006514657980456026,0.8784519250151179
0.0066956207021353605,0.8806692199153396
0.007057546145494028,0.8849022374521266
0.007148027506333695,0.8869179600886918
0.007148027506333695,0.8871195323523483
0.007148027506333695,0.8887321104616005
0.007238508867173362,0.8891352549889135
0.007419471588852696,0.8915541221527917
0.007509952949692363,0.8915541221527917
0.008052841114730366,0.893569844789357
0.009229098805646038,0.8971981455351744
0.010133912414042706,0.9004233017536787
0.01031487513572204,0.9014311630719613
0.01031487513572204,0.9022374521265873
0.010676800579080709,0.9034468857085265
0.010767281939920376,0.9054626083450917
0.011219688744118711,0.9088893368272526
0.011491132826637713,0.9096956258818787
0.011762576909156714,0.9113082039911308
0.011762576909156714,0.9117113485184438
0.012034020991675715,0.9127192098367265
0.012034020991675715,0.912920782100383
0.012214983713355049,0.9137270711550091
0.012667390517553384,0.917556944164483
0.013029315960912053,0.9197742390647047
0.013029315960912053,0.9199758113283613
0.013662685486789722,0.9209836726466438
0.013753166847629388,0.9211852449103003
0.013934129569308722,0.9211852449103003
0.014477017734346724,0.9219915339649264
0.015381831342743395,0.9242088288651481
0.015653275425262396,0.9244104011288047
0.0164676076728194,0.9264261237653699
0.0167390517553384,0.9274339850836525
0.01710097719869707,0.9296512799838742
0.017462902642055737,0.9308607135658133
0.01773434672457474,0.9308607135658133
0.018548678972131742,0.9342874420479742
0.01863916033297141,0.9363031646845394
0.01863916033297141,0.9365047369481959
0.01927252985884908,0.937311026002822
0.019453492580528413,0.937311026002822
0.020177343467245746,0.9379157427937915
0.020448787549764747,0.9381173150574481
0.021172638436482084,0.9393267486393873
0.02216793340571842,0.9395283209030437
0.02343467245747376,0.9407377544849829
0.023525153818313427,0.9407377544849829
0.024882374230908434,0.9429550493852046
0.025787187839305104,0.9437613384398307
0.026330076004343107,0.9445676274944568
0.02714440825190011,0.9457770610763959
0.02823018458197611,0.9471880669219915
0.02832066594281578,0.9471880669219915
0.029406442272891783,0.9485990727675871
0.02985884907709012,0.9498085063495263
0.029949330437929786,0.9500100786131829
0.030311255881288454,0.9502116508768393
0.03040173724212812,0.9502116508768393
0.031125588128845458,0.9514210844587785
0.031125588128845458,0.951622656722435
0.03166847629388346,0.952428945777061
0.032482808541440464,0.9536383793590002
0.0334781035106768,0.9564603910501915
0.033659066232356136,0.956661963313848
0.03420195439739414,0.9574682523684741
0.03483532392327181,0.9574682523684741
0.03574013753166848,0.9582745414231002
0.03972131740861382,0.9596855472686958
0.040897575099529494,0.9610965531142914
0.041169019182048495,0.961298125377948
0.04189287006876583,0.9621044144325741
0.04370249728555917,0.9629107034872002
0.04415490408975751,0.9639185648054828
0.04750271444082519,0.965531142914735
0.04759319580166486,0.965531142914735
0.05003619254433587,0.9663374319693611
0.051031487513572206,0.9673452932876436
0.053564965617082884,0.9687562991332392
0.05392689106044155,0.9687562991332392
0.055193630112196884,0.9705704495061479
0.056098443720593555,0.971376738560774
0.05618892508143322,0.971376738560774
0.05618892508143322,0.9715783108244306
0.05655085052479189,0.9719814553517436
0.05655085052479189,0.9721830276154001
0.057908070937386896,0.9746018947792784
0.058269996380745565,0.9748034670429349
0.05863192182410423,0.9748034670429349
0.0589938472674629,0.9748034670429349
0.05962721679334057,0.9750050393065914
0.06053203040173724,0.9750050393065914
0.06062251176257691,0.9750050393065914
0.061346362649294245,0.9752066115702479
0.062251176257690916,0.975609756097561
0.06252262034020992,0.9758113283612175
0.06261310170104958,0.9758113283612175
0.06351791530944625,0.9758113283612175
0.06496561708288093,0.9762144728885306
0.06496561708288093,0.976416045152187
0.06677524429967427,0.9776254787341262
0.06740861382555194,0.9780286232614392
0.06795150199058994,0.9784317677887523
0.06813246471226928,0.9784317677887523
0.06976112920738328,0.9796412013706914
0.07111834961997829,0.9796412013706914
0.07129931234165762,0.9796412013706914
