Epoch,Train Loss,Val Accuracy
1,1.0409785425344762,0.8177905308464849
2,0.5084159241822938,0.836441893830703
3,0.3285428063201553,0.8436154949784792
4,0.1940672038046997,0.8493543758967002
5,0.12002125351331687,0.8579626972740315
6,0.07273933489416304,0.836441893830703
7,0.04776814118617515,0.8407460545193687
8,0.03185041930044116,0.836441893830703
